referee,date,total_fouls,total_yellows,rolling_yellows,rolling_fouls
A Kitchen,2025-04-19,27,3,3.0,27.0
A Kitchen,2025-05-18,27,1,2.0,27.0
A Kitchen,2025-10-05,24,4,2.6666666666666665,26.0
A Kitchen,2025-11-08,26,3,2.75,26.0
A Kitchen,2025-12-04,22,4,3.0,25.2
A Kitchen,2026-05-24,21,4,3.1666666666666665,24.5
A Madley,2022-08-06,16,2,2.0,16.0
A Madley,2022-08-20,30,3,2.5,23.0
A Madley,2022-08-27,18,3,2.6666666666666665,21.333333333333332
A Madley,2022-09-03,17,6,3.5,20.25
A Madley,2022-10-01,22,2,3.2,20.6
A Madley,2022-10-08,12,1,2.8333333333333335,19.166666666666668
A Madley,2022-10-15,31,4,3.0,20.857142857142858
A Madley,2022-10-29,22,3,3.0,21.0
A Madley,2022-11-06,18,0,2.6666666666666665,20.666666666666668
A Madley,2022-12-26,27,0,2.4,21.3
A Madley,2022-12-31,27,7,2.9,22.4
A Madley,2023-01-03,26,8,3.4,22.0
A Madley,2023-01-21,17,3,3.4,21.9
A Madley,2023-02-05,33,5,3.3,23.5
A Madley,2023-02-11,20,1,3.2,23.3
A Madley,2023-02-18,14,5,3.6,23.5
A Madley,2023-03-05,27,5,3.7,23.1
A Madley,2023-03-12,21,3,3.7,23.0
A Madley,2023-04-01,30,6,4.3,24.2
A Madley,2023-04-15,17,3,4.6,23.2
A Madley,2023-04-22,33,4,4.3,23.8
A Madley,2023-04-26,18,3,3.8,23.0
A Madley,2023-05-06,19,3,3.8,23.2
A Madley,2023-05-14,30,3,3.6,22.9
A Madley,2023-08-12,29,8,4.3,23.8
A Madley,2023-08-19,25,9,4.7,24.9
A Madley,2023-09-02,24,3,4.5,24.6
A Madley,2023-09-16,18,5,4.7,24.3
A Madley,2023-09-30,40,8,4.9,25.3
A Madley,2023-10-07,27,5,5.1,26.3
A Madley,2023-10-27,30,3,5.0,26.0
A Madley,2023-11-05,20,2,4.9,26.2
A Madley,2023-11-25,14,5,5.1,25.7
A Madley,2023-12-09,34,7,5.5,26.1
A Madley,2023-12-16,23,4,5.1,25.5
A Madley,2023-12-27,19,2,4.4,24.9
A Madley,2024-01-21,21,3,4.4,24.6
A Madley,2024-02-04,15,1,4.0,24.3
A Madley,2024-02-17,19,4,3.6,22.2
A Madley,2024-02-21,29,5,3.6,22.4
A Madley,2024-03-03,15,1,3.4,20.9
A Madley,2024-04-03,21,2,3.4,21.0
A Madley,2024-04-06,21,0,2.9,21.7
A Madley,2024-04-20,19,1,2.3,20.2
A Madley,2024-04-24,19,3,2.2,19.8
A Madley,2024-05-05,22,4,2.4,20.1
A Madley,2024-05-19,20,2,2.3,20.0
A Madley,2024-09-28,24,3,2.5,20.9
A Madley,2024-10-05,19,5,2.6,20.9
A Madley,2024-10-19,25,4,2.5,20.5
A Madley,2024-10-26,26,13,3.7,21.6
A Madley,2024-11-02,32,6,4.1,22.7
A Madley,2024-11-23,27,7,4.8,23.3
A Madley,2024-12-04,26,7,5.4,24.0
A Madley,2024-12-27,18,2,5.3,23.9
A Madley,2025-01-04,26,5,5.4,24.3
A Madley,2025-01-15,13,0,5.2,23.6
A Madley,2025-01-18,20,5,5.4,23.2
A Madley,2025-02-01,33,5,5.4,24.6
A Madley,2025-02-15,18,1,5.1,23.9
A Madley,2025-02-22,21,5,4.3,23.4
A Madley,2025-02-26,27,2,3.9,22.9
A Madley,2025-03-16,23,0,3.2,22.5
A Madley,2025-04-02,23,3,2.8,22.2
A Madley,2025-04-13,23,2,2.8,22.7
A Madley,2025-05-05,24,11,3.4,22.5
A Madley,2025-05-25,16,0,3.4,22.8
A Madley,2025-09-28,23,5,3.4,23.1
A Madley,2025-10-20,20,2,3.1,21.8
A Madley,2025-10-25,28,2,3.2,22.8
A Madley,2025-11-08,25,4,3.1,23.2
A Madley,2025-11-22,19,2,3.1,22.4
A Madley,2025-12-03,19,4,3.5,22.0
A Madley,2025-12-06,19,1,3.3,21.6
A Madley,2025-12-20,27,9,4.0,22.0
A Madley,2026-01-01,18,3,3.2,21.4
A Madley,2026-01-07,11,2,3.4,20.9
A Madley,2026-01-17,18,3,3.2,20.4
A Madley,2026-02-07,32,4,3.4,21.6
A Madley,2026-02-10,29,4,3.6,21.7
A Madley,2026-03-01,25,4,3.6,21.7
A Madley,2026-03-05,28,5,3.9,22.6
A Madley,2026-03-14,23,0,3.5,23.0
A Madley,2026-04-12,29,3,3.7,24.0
A Madley,2026-04-22,22,0,2.8,23.5
A Madley,2026-04-25,20,4,2.9,23.7
A Madley,2026-05-09,33,6,3.3,25.9
A Madley,2026-05-24,12,1,3.1,25.3
A Marriner,2022-08-06,17,3,3.0,17.0
A Marriner,2022-08-20,15,5,4.0,16.0
A Marriner,2022-08-31,19,2,3.3333333333333335,17.0
A Marriner,2022-10-01,21,4,3.5,18.0
A Marriner,2022-11-05,21,4,3.6,18.6
A Marriner,2022-12-31,28,5,3.8333333333333335,20.166666666666668
A Marriner,2023-01-03,18,4,3.857142857142857,19.857142857142858
A Marriner,2023-02-04,18,3,3.75,19.625
A Marriner,2023-03-11,21,3,3.6666666666666665,19.77777777777778
A Marriner,2023-04-27,14,3,3.6,19.2
A Marriner,2023-05-04,24,8,4.1,19.9
A Marriner,2023-05-22,14,2,3.8,19.8
A Marriner,2023-05-28,19,0,3.6,19.8
A Taylor,2022-08-05,27,3,3.0,27.0
A Taylor,2022-08-14,18,3,3.0,22.5
A Taylor,2022-08-21,17,2,2.6666666666666665,20.666666666666668
A Taylor,2022-08-31,24,3,2.75,21.5
A Taylor,2022-09-03,18,4,3.0,20.8
A Taylor,2022-09-17,16,3,3.0,20.0
A Taylor,2022-10-01,20,3,3.0,20.0
A Taylor,2022-10-10,32,6,3.375,21.5
A Taylor,2022-10-16,17,4,3.4444444444444446,21.0
A Taylor,2022-10-23,20,2,3.3,20.9
A Taylor,2022-10-29,15,3,3.3,19.7
A Taylor,2022-11-06,18,6,3.6,19.7
A Taylor,2022-12-27,17,4,3.8,19.7
A Taylor,2022-12-31,18,6,4.1,19.1
A Taylor,2023-01-22,17,3,4.0,19.0
A Taylor,2023-02-15,26,5,4.2,20.0
A Taylor,2023-02-18,11,2,4.1,19.1
A Taylor,2023-02-25,24,3,3.8,18.3
A Taylor,2023-03-06,29,3,3.7,19.5
A Taylor,2023-03-12,21,2,3.7,19.6
A Taylor,2023-04-04,23,5,3.9,20.4
A Taylor,2023-04-08,24,7,4.0,21.0
A Taylor,2023-04-15,16,5,4.1,20.9
A Taylor,2023-04-23,15,3,3.8,20.6
A Taylor,2023-04-27,15,3,3.8,20.4
A Taylor,2023-04-30,17,5,3.8,19.5
A Taylor,2023-05-06,29,6,4.2,21.3
A Taylor,2023-05-14,16,1,4.0,20.5
A Taylor,2023-05-20,23,5,4.2,19.9
A Taylor,2023-05-28,12,3,4.3,19.0
A Taylor,2023-08-13,17,6,4.4,18.4
A Taylor,2023-08-20,20,7,4.4,18.0
A Taylor,2023-08-26,19,4,4.3,18.3
A Taylor,2023-09-03,15,5,4.5,18.3
A Taylor,2023-09-23,22,10,5.2,19.0
A Taylor,2023-09-30,18,1,4.8,19.1
A Taylor,2023-10-08,32,3,4.5,19.4
A Taylor,2023-10-23,24,2,4.6,20.2
A Taylor,2023-10-28,28,5,4.6,20.7
A Taylor,2023-11-12,27,8,5.1,22.2
A Taylor,2023-11-25,19,6,5.1,22.4
A Taylor,2023-12-02,18,3,4.7,22.2
A Taylor,2023-12-16,17,1,4.4,22.0
A Taylor,2023-12-22,27,6,4.5,23.2
A Taylor,2024-01-01,31,8,4.3,24.1
A Taylor,2024-01-13,22,6,4.8,24.5
A Taylor,2024-02-04,22,8,5.3,23.5
A Taylor,2024-02-10,15,3,5.4,22.6
A Taylor,2024-02-17,21,1,5.0,21.9
A Taylor,2024-03-09,23,8,5.0,21.5
A Taylor,2024-03-31,29,2,4.6,22.5
A Taylor,2024-04-07,19,7,5.0,22.6
A Taylor,2024-04-21,24,5,5.4,23.3
A Taylor,2024-04-27,18,2,5.0,22.4
A Taylor,2024-05-04,16,4,4.6,20.9
A Taylor,2024-05-11,15,1,4.1,20.2
A Taylor,2024-05-19,14,5,3.8,19.4
A Taylor,2024-08-18,21,2,3.7,20.0
A Taylor,2024-08-24,26,0,3.6,20.5
A Taylor,2024-09-01,14,5,3.3,19.6
A Taylor,2024-09-14,25,14,4.5,19.2
A Taylor,2024-09-28,24,5,4.3,19.7
A Taylor,2024-10-05,18,1,3.9,19.1
A Taylor,2024-10-19,20,8,4.5,19.3
A Taylor,2024-10-27,28,4,4.5,20.5
A Taylor,2024-11-02,16,3,4.7,20.6
A Taylor,2024-11-10,19,2,4.4,21.1
A Taylor,2024-11-24,21,0,4.2,21.1
A Taylor,2024-11-30,23,5,4.7,20.8
A Taylor,2024-12-08,28,4,4.6,22.2
A Taylor,2024-12-15,19,2,3.4,21.6
A Taylor,2024-12-22,31,2,3.1,22.3
A Taylor,2024-12-26,25,3,3.3,23.0
A Taylor,2024-12-29,17,0,2.5,22.7
A Taylor,2025-01-04,31,5,2.6,23.0
A Taylor,2025-01-14,8,0,2.3,22.2
A Taylor,2025-01-19,22,4,2.5,22.5
A Taylor,2025-01-26,16,1,2.6,22.0
A Taylor,2025-02-15,21,1,2.2,21.8
A Taylor,2025-02-23,13,0,1.8,20.3
A Taylor,2025-03-09,19,1,1.7,20.3
A Taylor,2025-04-05,25,1,1.6,19.7
A Taylor,2025-04-13,27,3,1.6,19.9
A Taylor,2025-04-20,22,4,2.0,20.4
A Taylor,2025-05-04,18,2,1.7,19.1
A Taylor,2025-05-11,23,2,1.9,20.6
A Taylor,2025-05-25,21,4,1.9,20.5
A Taylor,2025-08-15,17,3,2.1,20.6
A Taylor,2025-08-24,22,6,2.6,20.7
A Taylor,2025-08-30,23,5,3.1,21.7
A Taylor,2025-09-14,16,0,3.0,21.4
A Taylor,2025-09-20,20,2,3.1,20.9
A Taylor,2025-10-04,17,2,3.0,19.9
A Taylor,2025-10-18,15,0,2.6,19.2
A Taylor,2025-10-25,17,4,2.8,19.1
A Taylor,2025-11-02,19,4,3.0,18.7
A Taylor,2025-11-22,22,5,3.1,18.8
A Taylor,2025-11-30,25,7,3.5,19.6
A Taylor,2025-12-06,28,6,3.5,20.2
A Taylor,2025-12-14,31,3,3.3,21.0
A Taylor,2025-12-22,14,9,4.2,20.8
A Taylor,2025-12-26,14,3,4.3,20.2
A Taylor,2026-01-04,17,2,4.3,20.2
A Taylor,2026-01-08,19,4,4.7,20.6
A Taylor,2026-01-17,21,5,4.8,21.0
A Taylor,2026-01-31,24,5,4.9,21.5
A Taylor,2026-02-07,15,2,4.6,20.8
A Taylor,2026-02-10,26,5,4.4,20.9
A Taylor,2026-02-22,22,2,4.0,20.3
A Taylor,2026-03-15,15,5,4.2,18.7
A Taylor,2026-03-22,27,7,4.0,20.0
A Taylor,2026-04-11,14,0,3.7,20.0
A Taylor,2026-04-19,17,4,3.9,20.0
A Taylor,2026-04-25,22,7,4.2,20.3
A Taylor,2026-05-04,22,4,4.1,20.4
A Taylor,2026-05-10,26,2,3.8,20.6
A Taylor,2026-05-19,23,6,4.2,21.4
A Taylor,2026-05-24,25,3,4.0,21.3
Andre Marriner,2017-08-13,21,3,3.0,21.0
Andre Marriner,2017-08-19,20,0,1.5,20.5
Andre Marriner,2017-08-26,18,5,2.6666666666666665,19.666666666666668
Andre Marriner,2017-09-17,34,2,2.5,23.25
Andre Marriner,2017-09-24,14,3,2.6,21.4
Andre Marriner,2017-10-14,17,3,2.6666666666666665,20.666666666666668
Andre Marriner,2017-10-22,11,1,2.4285714285714284,19.285714285714285
Andre Marriner,2017-10-29,23,2,2.375,19.75
Andre Marriner,2017-11-19,27,5,2.6666666666666665,20.555555555555557
Andre Marriner,2017-11-28,24,2,2.6,20.9
Andre Marriner,2017-12-02,21,5,2.8,20.9
Andre Marriner,2017-12-12,17,0,2.8,20.6
Andre Marriner,2017-12-17,15,2,2.5,20.3
Andre Marriner,2017-12-27,20,1,2.4,18.9
Andre Marriner,2018-01-01,26,2,2.3,20.1
Andre Marriner,2018-01-14,23,5,2.5,20.7
Andre Marriner,2018-01-31,31,4,2.8,22.7
Andre Marriner,2018-02-04,25,2,2.8,22.9
Andre Marriner,2018-02-10,21,3,2.6,22.3
Andre Marriner,2018-03-01,30,2,2.6,22.9
Andre Marriner,2018-03-10,23,2,2.3,23.1
Andre Marriner,2018-04-01,24,1,2.4,23.8
Andre Marriner,2018-04-08,20,3,2.5,24.3
Andre Marriner,2018-04-14,30,5,2.9,25.3
Andre Marriner,2018-04-28,19,3,3.0,24.6
Andre Marriner,2018-05-06,18,1,2.6,24.1
Andre Marriner,2018-05-13,20,5,2.7,23.0
Andre Marriner,2018-08-10,27,3,2.8,23.2
Andre Marriner,2018-08-19,17,2,2.7,22.8
Andre Marriner,2018-09-02,22,3,2.8,22.0
Andre Marriner,2018-09-16,24,6,3.2,22.1
Andre Marriner,2018-09-22,24,2,3.3,22.1
Andre Marriner,2018-09-29,20,2,3.2,22.1
Andre Marriner,2018-10-06,24,6,3.3,21.5
Andre Marriner,2018-10-20,33,2,3.2,22.9
Andre Marriner,2018-10-27,18,6,3.7,22.9
Andre Marriner,2018-11-03,16,2,3.4,22.5
Andre Marriner,2018-11-24,14,0,3.1,21.2
Andre Marriner,2018-11-30,21,3,3.2,21.6
Andre Marriner,2018-12-05,31,6,3.5,22.5
Andre Marriner,2018-12-22,14,4,3.3,21.5
Andre Marriner,2018-12-26,18,3,3.4,20.9
Andre Marriner,2019-01-02,21,3,3.5,21.0
Andre Marriner,2019-01-20,21,4,3.3,20.7
Andre Marriner,2019-01-30,22,7,3.8,19.6
Andre Marriner,2019-02-02,16,1,3.3,19.4
Andre Marriner,2019-02-27,23,2,3.3,20.1
Andre Marriner,2019-03-02,19,3,3.6,20.6
Andre Marriner,2019-03-10,12,2,3.5,19.7
Andre Marriner,2019-04-03,14,1,3.0,18.0
Andre Marriner,2019-04-16,27,1,2.7,19.3
Andre Marriner,2019-04-24,23,4,2.8,19.8
Andre Marriner,2019-05-04,14,2,2.7,19.1
Andre Marriner,2019-05-12,28,2,2.5,19.8
Andre Marriner,2019-08-11,20,2,2.0,19.6
Andre Marriner,2019-08-17,21,3,2.2,20.1
Andre Marriner,2019-08-25,22,4,2.4,20.0
Andre Marriner,2019-09-14,13,0,2.1,19.4
Andre Marriner,2019-10-05,15,2,2.1,19.7
Andre Marriner,2019-10-19,22,3,2.3,20.5
Andre Marriner,2019-10-25,20,0,2.2,19.8
Andre Marriner,2019-11-08,28,6,2.4,20.3
Andre Marriner,2019-11-24,26,3,2.5,21.5
Andre Marriner,2019-12-04,24,3,2.6,21.1
Andre Marriner,2019-12-14,20,3,2.7,21.1
Andre Marriner,2019-12-26,22,2,2.6,21.2
Andre Marriner,2020-01-01,26,4,2.6,21.6
Andre Marriner,2020-01-18,28,1,2.7,23.1
Andre Marriner,2020-01-21,29,3,2.8,24.5
Andre Marriner,2020-02-29,19,4,2.9,24.2
Andre Marriner,2020-03-07,15,4,3.3,23.7
Andre Marriner,2020-06-22,19,2,2.9,22.8
Andre Marriner,2020-06-30,22,1,2.7,22.4
Andre Marriner,2020-07-05,17,3,2.7,21.7
Andre Marriner,2020-07-11,15,1,2.5,21.2
Andre Marriner,2020-07-16,22,1,2.4,21.2
Andre Marriner,2020-07-22,26,1,2.1,21.2
Andre Marriner,2020-07-26,29,5,2.5,21.3
Andre Marriner,2020-09-21,18,3,2.5,20.2
Andre Marriner,2020-09-26,21,1,2.2,20.4
Andre Marriner,2020-10-18,24,2,2.0,21.3
Andre Marriner,2020-11-02,20,2,2.0,21.4
Andre Marriner,2020-11-23,34,2,2.1,22.6
Andre Marriner,2020-12-05,23,0,1.8,23.2
Andre Marriner,2020-12-13,18,4,2.1,23.5
Andre Marriner,2020-12-19,21,4,2.4,23.4
Andre Marriner,2020-12-26,20,4,2.7,22.8
Andre Marriner,2021-01-04,23,4,2.6,22.2
Andre Marriner,2021-01-14,23,2,2.5,22.7
Andre Marriner,2021-01-17,25,4,2.8,23.1
Andre Marriner,2021-02-04,40,5,3.1,24.7
Andre Marriner,2021-02-08,16,2,3.1,24.3
Andre Marriner,2021-02-17,19,3,3.2,22.8
Andre Marriner,2021-02-23,31,3,3.5,23.6
Andre Marriner,2021-03-03,20,1,3.2,23.8
Andre Marriner,2021-03-06,19,2,3.0,23.6
Andre Marriner,2021-03-13,36,0,2.6,25.2
Andre Marriner,2021-04-04,30,0,2.2,25.9
Andre Marriner,2021-04-10,29,4,2.4,26.5
Andre Marriner,2021-04-24,17,3,2.3,25.7
Andre Marriner,2021-05-02,22,2,2.0,23.9
Andre Marriner,2021-05-12,15,1,1.9,23.8
Andre Marriner,2021-05-15,17,1,1.7,23.6
Andre Marriner,2021-08-14,21,2,1.6,22.6
Andre Marriner,2021-08-29,27,6,2.1,23.3
Andre Marriner,2021-09-27,25,6,2.5,23.9
Andre Marriner,2021-10-17,22,8,3.3,22.5
Andre Marriner,2021-10-30,25,5,3.8,22.0
Andre Marriner,2021-11-06,18,5,3.9,20.9
Andre Marriner,2021-11-21,26,5,4.1,21.8
Andre Marriner,2021-11-27,22,1,4.0,21.8
Andre Marriner,2021-12-04,21,4,4.3,22.4
Andre Marriner,2021-12-18,23,4,4.6,23.0
Andre Marriner,2022-01-19,20,0,4.4,22.9
Andre Marriner,2022-02-12,19,2,4.0,22.1
Andre Marriner,2022-02-23,25,3,3.7,22.1
Andre Marriner,2022-03-05,22,2,3.1,22.1
Andre Marriner,2022-03-16,22,1,2.7,21.8
Andre Marriner,2022-04-02,28,4,2.6,22.8
Andre Marriner,2022-04-09,27,2,2.3,22.9
Andre Marriner,2022-04-30,29,4,2.6,23.6
Andre Marriner,2022-05-22,20,1,2.3,23.5
Andy Madley,2018-03-31,25,4,4.0,25.0
Andy Madley,2018-12-15,13,0,2.0,19.0
Andy Madley,2018-12-29,24,2,2.0,20.666666666666668
Andy Madley,2019-08-24,17,1,1.75,19.75
Andy Madley,2019-10-05,33,4,2.2,22.4
Andy Madley,2019-10-26,30,3,2.3333333333333335,23.666666666666668
Andy Madley,2019-12-14,28,5,2.7142857142857144,24.285714285714285
Andy Madley,2019-12-28,29,3,2.75,24.875
Andy Madley,2020-01-01,18,4,2.888888888888889,24.11111111111111
Andy Madley,2020-01-18,28,6,3.2,24.5
Andy Madley,2020-02-01,25,5,3.3,24.5
Andy Madley,2020-02-29,27,7,4.0,25.9
Andy Madley,2020-06-24,25,1,3.9,26.0
Andy Madley,2020-07-08,22,0,3.8,26.5
Andy Madley,2020-10-04,25,4,3.8,25.7
Andy Madley,2020-11-08,31,1,3.6,25.8
Andy Madley,2020-11-22,28,2,3.3,25.8
Andy Madley,2020-12-13,26,1,3.1,25.5
Andy Madley,2020-12-29,36,4,3.1,27.3
Andy Madley,2021-01-02,30,3,2.8,27.5
Andy Madley,2021-01-12,28,8,3.1,27.8
Andy Madley,2021-01-27,26,2,2.6,27.7
Andy Madley,2021-02-03,34,2,2.7,28.6
Andy Madley,2021-02-14,25,2,2.9,28.9
Andy Madley,2021-03-03,18,2,2.7,28.2
Andy Madley,2021-03-06,31,1,2.7,28.2
Andy Madley,2021-04-04,44,3,2.8,29.8
Andy Madley,2021-04-22,30,2,2.9,30.2
Andy Madley,2021-05-11,37,5,3.0,30.3
Andy Madley,2021-05-19,29,2,2.9,30.2
Andy Madley,2021-08-14,31,2,2.3,30.5
Andy Madley,2021-09-18,27,4,2.5,30.6
Andy Madley,2021-09-26,26,0,2.3,29.8
Andy Madley,2021-10-23,34,5,2.6,30.7
Andy Madley,2021-11-05,27,4,2.8,31.6
Andy Madley,2021-11-28,26,0,2.7,31.1
Andy Madley,2021-11-30,20,0,2.4,28.7
Andy Madley,2021-12-12,30,2,2.4,28.7
Andy Madley,2022-01-15,31,4,2.3,28.1
Andy Madley,2022-02-19,19,2,2.3,27.1
Andy Madley,2022-03-05,25,3,2.4,26.5
Andy Madley,2022-03-19,32,6,2.6,27.0
Andy Madley,2022-04-02,20,0,2.6,26.4
Andy Madley,2022-04-16,18,0,2.1,24.8
Andy Madley,2022-04-23,39,5,2.2,26.0
Andy Madley,2022-05-07,29,2,2.4,26.3
Anthony Taylor,2017-08-12,26,3,3.0,26.0
Anthony Taylor,2017-08-20,38,7,5.0,32.0
Anthony Taylor,2017-08-27,22,4,4.666666666666667,28.666666666666668
Anthony Taylor,2017-09-09,28,1,3.75,28.5
Anthony Taylor,2017-09-16,19,2,3.4,26.6
Anthony Taylor,2017-09-23,31,6,3.8333333333333335,27.333333333333332
Anthony Taylor,2017-11-05,41,4,3.857142857142857,29.285714285714285
Anthony Taylor,2017-11-18,34,5,4.0,29.875
Anthony Taylor,2017-11-28,23,3,3.888888888888889,29.11111111111111
Anthony Taylor,2017-12-09,27,7,4.2,28.9
Anthony Taylor,2017-12-13,23,0,3.9,28.6
Anthony Taylor,2017-12-17,22,4,3.6,27.0
Anthony Taylor,2017-12-26,23,6,3.8,27.1
Anthony Taylor,2017-12-30,23,4,4.1,26.6
Anthony Taylor,2018-01-03,28,5,4.4,27.5
Anthony Taylor,2018-01-15,28,3,4.1,27.2
Anthony Taylor,2018-02-03,21,1,3.8,25.2
Anthony Taylor,2018-02-10,28,3,3.6,24.6
Anthony Taylor,2018-02-24,24,4,3.7,24.7
Anthony Taylor,2018-03-03,24,1,3.1,24.4
Anthony Taylor,2018-03-10,19,3,3.4,24.0
Anthony Taylor,2018-03-17,11,1,3.1,22.9
Anthony Taylor,2018-04-07,25,1,2.6,23.1
Anthony Taylor,2018-04-15,22,1,2.3,23.0
Anthony Taylor,2018-04-28,27,6,2.4,22.9
Anthony Taylor,2018-05-06,23,5,2.6,22.4
Anthony Taylor,2018-05-13,23,3,2.8,22.6
Anthony Taylor,2018-08-12,28,3,2.8,22.6
Anthony Taylor,2018-08-18,18,0,2.4,22.0
Anthony Taylor,2018-08-26,30,6,2.9,22.6
Anthony Taylor,2018-09-02,36,7,3.3,24.3
Anthony Taylor,2018-09-17,34,5,3.7,26.6
Anthony Taylor,2018-09-22,27,2,3.8,26.8
Anthony Taylor,2018-09-29,33,4,4.1,27.9
Anthony Taylor,2018-10-06,28,4,3.9,28.0
Anthony Taylor,2018-10-21,35,3,3.7,29.2
Anthony Taylor,2018-10-27,25,3,3.7,29.4
Anthony Taylor,2018-11-05,22,3,3.7,28.8
Anthony Taylor,2018-11-11,26,2,3.9,29.6
Anthony Taylor,2018-11-26,18,1,3.4,28.4
Anthony Taylor,2018-12-05,12,0,2.7,26.0
Anthony Taylor,2018-12-08,22,2,2.4,24.8
Anthony Taylor,2018-12-15,20,2,2.4,24.1
Anthony Taylor,2018-12-26,16,3,2.3,22.4
Anthony Taylor,2019-01-03,21,6,2.5,21.7
Anthony Taylor,2019-01-13,27,5,2.7,20.9
Anthony Taylor,2019-01-19,31,2,2.6,21.5
Anthony Taylor,2019-02-02,20,4,2.7,21.3
Anthony Taylor,2019-02-09,22,4,2.9,20.9
Anthony Taylor,2019-02-23,22,3,3.1,21.3
Anthony Taylor,2019-02-27,28,1,3.2,22.9
Anthony Taylor,2019-03-02,33,5,3.5,24.0
Anthony Taylor,2019-03-09,29,4,3.7,24.9
Anthony Taylor,2019-03-17,30,3,3.7,26.3
Anthony Taylor,2019-04-01,25,2,3.3,26.7
Anthony Taylor,2019-04-20,17,2,3.0,25.7
Anthony Taylor,2019-04-27,11,2,3.0,23.7
Anthony Taylor,2019-05-05,24,7,3.3,24.1
Anthony Taylor,2019-05-12,24,1,3.0,24.3
Anthony Taylor,2019-08-11,34,7,3.4,25.5
Anthony Taylor,2019-08-17,28,2,3.5,25.5
Anthony Taylor,2019-08-24,17,2,3.2,23.9
Anthony Taylor,2019-09-01,23,8,3.6,23.3
Anthony Taylor,2019-09-15,25,6,3.9,22.8
Anthony Taylor,2019-09-22,21,4,4.1,22.4
Anthony Taylor,2019-09-28,13,2,4.1,22.0
Anthony Taylor,2019-10-19,22,2,4.1,23.1
Anthony Taylor,2019-10-27,23,6,4.0,23.0
Anthony Taylor,2019-11-02,18,6,4.5,22.4
Anthony Taylor,2019-11-10,31,7,4.5,22.1
Anthony Taylor,2019-11-23,25,8,5.1,21.8
Anthony Taylor,2019-12-03,24,6,5.5,22.5
Anthony Taylor,2019-12-07,23,5,5.2,22.5
Anthony Taylor,2019-12-22,23,7,5.3,22.3
Anthony Taylor,2019-12-26,30,0,4.9,23.2
Anthony Taylor,2019-12-29,14,1,4.8,23.3
Anthony Taylor,2020-01-11,30,0,4.6,24.1
Anthony Taylor,2020-01-19,26,1,4.1,24.4
Anthony Taylor,2020-02-01,26,7,4.2,25.2
Anthony Taylor,2020-02-17,27,7,4.2,24.8
Anthony Taylor,2020-02-29,22,2,3.6,24.5
Anthony Taylor,2020-03-07,31,8,3.8,25.2
Anthony Taylor,2020-06-17,15,2,3.5,24.4
Anthony Taylor,2020-06-20,19,2,3.0,24.0
Anthony Taylor,2020-06-24,22,1,3.1,23.2
Anthony Taylor,2020-07-02,18,4,3.4,23.6
Anthony Taylor,2020-07-07,32,6,4.0,23.8
Anthony Taylor,2020-07-12,20,2,4.1,23.2
Anthony Taylor,2020-07-16,30,3,3.7,23.6
Anthony Taylor,2020-07-19,27,3,3.3,23.6
Anthony Taylor,2020-07-26,19,1,3.2,23.3
Anthony Taylor,2020-09-13,23,2,2.6,22.5
Anthony Taylor,2020-09-19,33,3,2.7,24.3
Anthony Taylor,2020-10-04,33,3,2.8,25.7
Anthony Taylor,2020-10-19,39,4,3.1,27.4
Anthony Taylor,2020-10-24,23,2,2.9,27.9
Anthony Taylor,2020-11-08,25,5,2.8,27.2
Anthony Taylor,2020-11-22,24,3,2.9,27.6
Anthony Taylor,2020-12-05,22,0,2.6,26.8
Anthony Taylor,2020-12-16,20,2,2.5,26.1
Anthony Taylor,2020-12-20,17,1,2.5,25.9
Anthony Taylor,2020-12-26,34,8,3.1,27.0
Anthony Taylor,2021-01-03,26,4,3.2,26.3
Anthony Taylor,2021-01-26,28,4,3.3,25.8
Anthony Taylor,2021-01-30,24,1,3.0,24.3
Anthony Taylor,2021-02-06,19,2,3.0,23.9
Anthony Taylor,2021-02-13,17,3,2.8,23.1
Anthony Taylor,2021-02-20,28,2,2.7,23.5
Anthony Taylor,2021-02-28,29,2,2.9,24.2
Anthony Taylor,2021-03-07,26,3,3.0,24.8
Anthony Taylor,2021-03-20,22,1,3.0,25.3
Anthony Taylor,2021-04-03,25,5,2.7,24.4
Anthony Taylor,2021-04-11,25,1,2.4,24.3
Anthony Taylor,2021-04-19,27,3,2.3,24.2
Anthony Taylor,2021-05-03,16,3,2.5,23.4
Anthony Taylor,2021-05-08,27,2,2.5,24.2
Anthony Taylor,2021-05-13,27,3,2.5,25.2
Anthony Taylor,2021-05-19,20,3,2.6,24.4
Anthony Taylor,2021-05-23,22,2,2.6,23.7
Anthony Taylor,2021-08-15,24,3,2.6,23.5
Anthony Taylor,2021-08-21,18,4,2.9,23.1
Anthony Taylor,2021-08-28,20,2,2.6,22.6
Anthony Taylor,2021-09-11,17,1,2.6,21.8
Anthony Taylor,2021-09-18,20,3,2.6,21.1
Anthony Taylor,2021-10-03,31,5,2.8,22.6
Anthony Taylor,2021-10-16,24,2,2.8,22.3
Anthony Taylor,2021-10-24,20,6,3.1,21.6
Anthony Taylor,2021-10-31,44,5,3.3,24.0
Anthony Taylor,2021-11-20,24,6,3.7,24.2
Anthony Taylor,2021-11-28,29,7,4.1,24.7
Anthony Taylor,2021-12-04,35,6,4.3,26.4
Anthony Taylor,2021-12-15,18,5,4.6,26.2
Anthony Taylor,2021-12-28,23,7,5.2,26.8
